condition,mapping,gc_threshold,workload,repetition,read_iops,write_iops,total_iops,read_bw_mib_s,write_bw_mib_s,total_bw_mib_s,read_p99_us,write_p99_us,worst_p99_us,read_p999_us,write_p999_us,worst_p999_us,host_write_pages,gc_write_pages,waf
page-gc90,page,90,randwrite-4k-qd32,3,0.0,143649.78917,143649.78917,0.0,561.1340065002441,561.1340065002441,0.0,272.384,272.384,0.0,2899.968,2899.968,10091707,121165,1.012006392971972
page-gc90,page,90,read-128k-qd1,1,9868.118865,0.0,9868.118865,1233.5148572921753,0.0,1233.5148572921753,166.912,0.0,166.912,207.872,0.0,207.872,0,0,1.0
page-gc90,page,90,read-128k-qd1,2,9842.552624,0.0,9842.552624,1230.3190774917603,0.0,1230.3190774917603,166.912,0.0,166.912,207.872,0.0,207.872,0,0,1.0
page-gc90,page,90,read-128k-qd1,3,9876.752054,0.0,9876.752054,1234.594006538391,0.0,1234.594006538391,166.912,0.0,166.912,207.872,0.0,207.872,0,0,1.0
page-gc90,page,90,read-128k-qd32,1,58547.60754,0.0,58547.60754,7318.5155239105225,0.0,7318.5155239105225,962.56,0.0,962.56,1286.144,0.0,1286.144,0,0,1.0
page-gc90,page,90,read-128k-qd32,2,58293.828436,0.0,58293.828436,7286.795219421387,0.0,7286.795219421387,970.752,0.0,970.752,1302.528,0.0,1302.528,0,0,1.0
page-gc90,page,90,read-128k-qd32,3,59376.760387,0.0,59376.760387,7422.161713600159,0.0,7422.161713600159,946.176,0.0,946.176,1155.072,0.0,1155.072,0,0,1.0
page-gc90,page,90,write-128k-qd1,1,0.0,4557.357377,4557.357377,0.0,569.6696720123291,569.6696720123291,0.0,228.352,228.352,0.0,2146.304,2146.304,10223264,0,1.0
page-gc90,page,90,write-128k-qd1,2,0.0,4521.491308,4521.491308,0.0,565.1864128112793,565.1864128112793,0.0,236.544,236.544,0.0,2179.072,2179.072,10149696,0,1.0
page-gc90,page,90,write-128k-qd1,3,0.0,4533.02445,4533.02445,0.0,566.6280555725098,566.6280555725098,0.0,254.976,254.976,0.0,2179.072,2179.072,10128320,0,1.0
page-gc90,page,90,write-128k-qd32,1,0.0,9621.541897,9621.541897,0.0,1202.7573156356812,1202.7573156356812,0.0,5210.112,5210.112,0.0,5275.648,5275.648,21555008,0,1.0
page-gc90,page,90,write-128k-qd32,2,0.0,9627.024865,9627.024865,0.0,1203.442687034607,1203.442687034607,0.0,5210.112,5210.112,0.0,5275.648,5275.648,21565888,0,1.0
page-gc90,page,90,write-128k-qd32,3,0.0,9623.875075,9623.875075,0.0,1203.0489625930786,1203.0489625930786,0.0,5210.112,5210.112,0.0,5341.184,5341.184,21560544,0,1.0
